,Element Name,Element Type,Element ID,Positive Reg Name,Positive Reg Type,Positive Reg ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
755,tgf‐β,protein,uaz12950,smurf1,protein,q9hce7,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
781,α,simple-chemical,uaz00180,nan,protein,nan,fgf2,protein,p09038,i,"['none', 'none']","['pmc4440819', 'pmc4440819']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
326,fig,protein,q9hd26,map4k4,protein,o95819,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
44,apoptosis,bioprocess,go:0006915,nan,protein,nan,rdm1,protein,q8ng50,i,"['none', 'none']","['pmc6396142', 'pmc6396142']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
377,invasion,bioprocess,d009361,pbx3,protein,p40426,nan,nan,nan,i,"['none', 'none']","['pmc5609034', 'pmc5609034']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
745,tgf- β 1,protein,uaz02902,α,simple-chemical,uaz00180,nan,nan,nan,i,"['none', 'none']","['pmc4440819', 'pmc4440819']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
375,invasion,bioprocess,d009361,dusp6,protein,q16828,nan,nan,nan,i,"['none', 'none']","['pmc5599027', 'pmc5599027']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
215,emt,protein,o75751,fgf2,protein,p09038,nan,nan,nan,i,"['none', 'none']","['pmc4440819', 'pmc4440819']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
376,invasion,bioprocess,d009361,mir-382-5p,protein,uaz12803,nan,nan,nan,i,"['none', 'none']","['pmc5410235', 'pmc5410235']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
17,angiogenesis,bioprocess,go:0001525,raf-mek-erk,protein,uaz00085,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,0.1,40.0,1.0,40.1
15,angiogenesis,bioprocess,go:0001525,neuropilin 1,protein,o14786,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
645,ral,protein,p11233,ralgds,protein,q12967,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,0.1,40.0,1.0,40.1
115,cell cycle,bioprocess,go:0007049,scf,protein,p21583,nan,nan,nan,i,['none'],['pmc5958651'],['nan'],1,0.1,40.0,1.0,40.1
124,cell death,bioprocess,go:0008219,nan,protein,nan,egfr-mek-erk,protein,uaz12846,i,['none'],['pmc5127645'],['nan'],1,0.1,40.0,1.0,40.1
114,cell cycle,bioprocess,go:0007049,rdm1,protein,q8ng50,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
762,transcription,bioprocess,go:0006351,c/ebpα,protein,uaz13428,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
116,cell death,bioprocess,go:0008219,afatinib,simple-chemical,10184653,nan,nan,nan,i,['none'],['pmc5127645'],['nan'],1,0.1,40.0,1.0,40.1
765,transcription,bioprocess,go:0006351,peroxisome proliferator-activated receptor γ,protein,uaz13400,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
112,cell cycle,bioprocess,go:0007049,nan,protein,nan,egfr-mek-erk,protein,uaz12846,i,['none'],['pmc5127645'],['nan'],1,0.1,40.0,1.0,40.1
117,cell death,bioprocess,go:0008219,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,['none'],['pmc5729429'],['nan'],1,0.1,40.0,1.0,40.1
19,angiotensinii,protein,p01019,inflammatory response,bioprocess,go:0006954,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
18,angiogenesis,bioprocess,go:0001525,ral,protein,p11233,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,0.1,40.0,1.0,40.1
120,cell death,bioprocess,go:0008219,jnk mapk,family,jnk,nan,nan,nan,i,['none'],['pmc5636874'],['nan'],1,0.1,40.0,1.0,40.1
46,apoptosis,bioprocess,go:0006915,nan,simple-chemical,nan,hdac inhibitors,simple-chemical,uaz03116,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
770,xiii,protein,uaz13209,flo8,protein,a6zr64,nan,nan,nan,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
771,xiii,protein,uaz13209,ira2δ2933,protein,uaz13202,nan,nan,nan,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
138,cell growth,bioprocess,go:0016049,mir-320,protein,uaz12995,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
783,α,simple-chemical,uaz00180,nan,protein,nan,ppar,protein,q07869,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
780,α,simple-chemical,uaz00180,nan,family,nan,rxr,family,rxr,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
137,cell growth,bioprocess,go:0016049,mek inhibitor,simple-chemical,uaz00032,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
623,proliferation,bioprocess,go:0008283,raf-mek-erk,protein,uaz00085,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,0.1,40.0,1.0,40.1
624,proliferation,bioprocess,go:0008283,ral,protein,p11233,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,0.1,40.0,1.0,40.1
779,α,simple-chemical,uaz00180,gc1q ligand,protein,uaz12886,nan,nan,nan,i,['none'],['pmc5432316'],['nan'],1,0.1,40.0,1.0,40.1
627,proteasome,protein,proteasome,ksr,protein,q8ivt5,nan,nan,nan,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
778,α,simple-chemical,uaz00180,gc1q domain,protein,uaz12880,nan,nan,nan,i,['none'],['pmc5432316'],['nan'],1,0.1,40.0,1.0,40.1
777,α,simple-chemical,uaz00180,fig,protein,q9hd26,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
629,ptprs,protein,q13332,nan,simple-chemical,nan,acid,simple-chemical,444212,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
134,cell death,bioprocess,go:0008219,sa,simple-chemical,7009579,nan,nan,nan,i,['none'],['pmc4783893'],['nan'],1,0.1,40.0,1.0,40.1
631,pycard,protein,q9ulz3,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc4535867'],['nan'],1,0.1,40.0,1.0,40.1
131,cell death,bioprocess,go:0008219,pd0325901,simple-chemical,9826528,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
130,cell death,bioprocess,go:0008219,page4,protein,o60829,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
776,α,simple-chemical,uaz00180,daraf sirnas,protein,uaz12711,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
128,cell death,bioprocess,go:0008219,navitoclax,protein,uaz12848,nan,nan,nan,i,['none'],['pmc5127645'],['nan'],1,0.1,40.0,1.0,40.1
127,cell death,bioprocess,go:0008219,nan,simple-chemical,nan,mek-erk inhibitors,simple-chemical,uaz12590,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
774,xv-1 loci,protein,uaz13207,ira2δ2933,protein,uaz13202,nan,nan,nan,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
773,xv-1 loci,protein,uaz13207,flo8,protein,a6zr64,nan,nan,nan,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
772,xiii,protein,uaz13209,"mss11
 by",protein,uaz13222,nan,nan,nan,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
775,xv-1 loci,protein,uaz13207,"mss11
 by",protein,uaz13222,nan,nan,nan,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
751,tgf-β1,protein,uaz02902,nan,protein,nan,emt,protein,o75751,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
21,apoptosis,bioprocess,go:0006915,cpt,family,pf07931,nan,nan,nan,i,['none'],['pmc5729429'],['nan'],1,0.1,40.0,1.0,40.1
708,selumetinib,simple-chemical,10127622,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
30,apoptosis,bioprocess,go:0006915,mir-181,family,uaz13430,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
693,ras/erk1/2,protein,uaz08051,sirt1,protein,q96eb6,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
55,apoptosis,bioprocess,go:0006915,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
32,apoptosis,bioprocess,go:0006915,nan,bioprocess,nan,cell cycle,bioprocess,go:0007049,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
698,receptor,protein,uaz00331,braf inhibitor,simple-chemical,uaz00036,nan,nan,nan,i,['none'],['pmc6395334'],['nan'],1,0.1,40.0,1.0,40.1
699,rerg,protein,q96a58,nan,protein,nan,mir-382-5p,protein,uaz12803,i,['none'],['pmc5410235'],['nan'],1,0.1,40.0,1.0,40.1
737,step,protein,p54829,extracellular signal-regulated kinase,family,erk,nan,nan,nan,i,['none'],['pmc6356706'],['nan'],1,0.1,40.0,1.0,40.1
54,apoptosis,bioprocess,go:0006915,tgf-β1,protein,uaz02902,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
53,apoptosis,bioprocess,go:0006915,stearic acid,simple-chemical,5281,nan,nan,nan,i,['none'],['pmc4783893'],['nan'],1,0.1,40.0,1.0,40.1
704,sa,simple-chemical,7009579,cell death,bioprocess,go:0008219,nan,nan,nan,i,['none'],['pmc4783893'],['nan'],1,0.1,40.0,1.0,40.1
728,smad ras,family,uaz12723,tgf-β1,protein,uaz02902,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
111,cell cycle,bioprocess,go:0007049,mir-320,protein,uaz12995,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
51,apoptosis,bioprocess,go:0006915,rgz,protein,uaz13401,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
50,apoptosis,bioprocess,go:0006915,rdm1,protein,q8ng50,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
41,apoptosis,bioprocess,go:0006915,nan,protein,nan,mir-382-5p,protein,uaz12803,i,['none'],['pmc5410235'],['nan'],1,0.1,40.0,1.0,40.1
42,apoptosis,bioprocess,go:0006915,nan,protein,nan,myd88,protein,q99836,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
722,sirt1,protein,q96eb6,nan,protein,nan,il-1β,protein,uaz00382,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
712,senescence,bioprocess,d000375,genomic instability,bioprocess,d042822,nan,nan,nan,i,['none'],['pmc4494777'],['nan'],1,0.1,40.0,1.0,40.1
720,signal transduction,bioprocess,go:0007165,jip1,protein,q9uqf2,nan,nan,nan,i,['none'],['pmc5636874'],['nan'],1,0.1,40.0,1.0,40.1
619,proliferation,bioprocess,go:0008283,nan,simple-chemical,nan,α,simple-chemical,uaz00180,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
719,sfl1,protein,p20134,nan,protein,nan,iraδ2933,protein,uaz13211,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
716,senescence,bioprocess,d000375,ppar,protein,q07869,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
57,apoptosis,bioprocess,go:0006915,zt-12-037-01,protein,uaz13277,nan,nan,nan,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
58,apoptosis,bioprocess,go:0006915,α,simple-chemical,uaz00180,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
60,aromatase,protein,p11511,testosterone,simple-chemical,6013,nan,nan,nan,i,['none'],['pmc5958651'],['nan'],1,0.1,40.0,1.0,40.1
28,apoptosis,bioprocess,go:0006915,ly294002,simple-chemical,3973,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
110,cell cycle,bioprocess,go:0007049,differentiation,bioprocess,go:0030154,nan,nan,nan,i,['none'],['pmc2064279'],['nan'],1,0.1,40.0,1.0,40.1
109,cell cycle,bioprocess,go:0007049,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
754,tgf-β1,protein,uaz02902,smad2/3,family,smad2_3,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
752,tgf-β1,protein,uaz02902,nan,protein,nan,phosphatidylinositol 3-kinase,protein,pi3k,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
717,senescence,bioprocess,d000375,result,simple-chemical,4594,nan,nan,nan,i,['none'],['pmc4846800'],['nan'],1,0.1,40.0,1.0,40.1
106,cd34,protein,p28906,nan,protein,nan,ucb‐mncs,protein,uaz13046,i,['none'],['pmc5824365'],['nan'],1,0.1,40.0,1.0,40.1
105,cd34,protein,p28906,mir-181,family,uaz13430,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
104,cd24a,protein,p25063,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc4535867'],['nan'],1,0.1,40.0,1.0,40.1
103,cci,protein,p32954,np,protein,o60259,nan,nan,nan,i,['none'],['pmc6113736'],['nan'],1,0.1,40.0,1.0,40.1
102,caspases,family,caspase,sa,simple-chemical,7009579,nan,nan,nan,i,['none'],['pmc4783893'],['nan'],1,0.1,40.0,1.0,40.1
100,c/ebpα,protein,uaz13428,lenalidomide,simple-chemical,216326,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
96,braf-craf dimers,protein,uaz13315,nan,simple-chemical,nan,braf inhibitors,simple-chemical,uaz00044,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
82,bet,protein,q8nft8,bet inhibitors,simple-chemical,uaz13466,nan,nan,nan,i,['none'],['pmc5908790'],['nan'],1,0.1,40.0,1.0,40.1
750,tgf-β1,protein,uaz02902,nan,protein,nan,da-raf,protein,uaz12716,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
24,apoptosis,bioprocess,go:0006915,hcpt,protein,uaz13083,nan,nan,nan,i,['none'],['pmc5729429'],['nan'],1,0.1,40.0,1.0,40.1
25,apoptosis,bioprocess,go:0006915,injury,bioprocess,go:0090303,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
73,bax,protein,q07812,nan,bioprocess,nan,apoptosis,bioprocess,go:0006915,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
68,autophagy,bioprocess,go:0006914,nan,simple-chemical,nan,erk inhibitor,simple-chemical,uaz00224,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
744,tgf- β 1,protein,uaz02902,nan,protein,nan,emt,protein,o75751,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
62,autophagy,bioprocess,go:0006914,eras,protein,q7z444,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
742,testosterone,simple-chemical,6013,aromatase inhibitors,simple-chemical,uaz06688,nan,nan,nan,i,['none'],['pmc5958651'],['nan'],1,0.1,40.0,1.0,40.1
620,proliferation,bioprocess,go:0008283,nras,protein,p01111,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
578,pca,simple-chemical,7097402,nan,protein,nan,page4,protein,o60829,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
139,cell growth,bioprocess,go:0016049,nan,protein,nan,emilin1,protein,q9y6c2,i,['none'],['pmc5432316'],['nan'],1,0.1,40.0,1.0,40.1
471,mdm2-p53 axis,protein,uaz12668,nan,simple-chemical,nan,akt inhibitors,simple-chemical,uaz00097,i,['none'],['pmc4067595'],['nan'],1,0.1,40.0,1.0,40.1
464,mapk-luciferase reporter,protein,uaz12575,rasip1,protein,q5u651,nan,nan,nan,i,['none'],['pmc3498325'],['nan'],1,0.1,40.0,1.0,40.1
226,emt,protein,o75751,smad2/3,family,smad2_3,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
227,emt,protein,o75751,tgf- β 1,protein,uaz02902,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
229,endocytosis,bioprocess,go:0006897,nan,bioprocess,nan,cell migration,bioprocess,go:0016477,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
231,eras,protein,q7z444,cellular senescence,bioprocess,d000375,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
232,eras,protein,q7z444,nan,simple-chemical,nan,butyrate,simple-chemical,264,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
233,eras,protein,q7z444,nan,simple-chemical,nan,hdac inhibitor,simple-chemical,uaz03103,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
234,eras,protein,q7z444,nan,simple-chemical,nan,pd0325901,simple-chemical,9826528,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
236,eras,protein,q7z444,sodium,simple-chemical,923,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
300,erk mapk,family,uaz09130,nan,protein,nan,ppar,protein,q07869,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
302,erk1/2,family,erk,fas,protein,p25445,nan,nan,nan,i,['none'],['pmc4783893'],['nan'],1,0.1,40.0,1.0,40.1
303,erk1/2,family,erk,ko,simple-chemical,25113109,nan,nan,nan,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
304,erk1/2,family,erk,l-dopa,simple-chemical,6047,nan,nan,nan,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
307,erk1/2,family,erk,nan,protein,nan,gsk525762,protein,uaz13465,i,['none'],['pmc5908790'],['nan'],1,0.1,40.0,1.0,40.1
308,erk1/2,family,erk,nan,protein,nan,mglur5,protein,p41594,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
221,emt,protein,o75751,nan,family,nan,sprouty,family,pf05210,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
472,mdm2-p53 axis,protein,uaz12668,nan,simple-chemical,nan,dexamethasone,simple-chemical,5743,i,['none'],['pmc4067595'],['nan'],1,0.1,40.0,1.0,40.1
310,erk1/2,family,erk,page4,protein,o60829,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
216,emt,protein,o75751,fibroblast growth factor 2,protein,p09038,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
502,metastasis,bioprocess,d009362,mir-382-5p,protein,uaz12803,nan,nan,nan,i,['none'],['pmc5410235'],['nan'],1,0.1,40.0,1.0,40.1
192,differentiation,bioprocess,go:0030154,ngf,protein,p01138,nan,nan,nan,i,['none'],['pmc2064279'],['nan'],1,0.1,40.0,1.0,40.1
194,dna damage,bioprocess,d004249,page4,protein,o60829,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
494,mek-erk,protein,uaz06367,nras,protein,p01111,nan,nan,nan,i,['none'],['pmc4695180'],['nan'],1,0.1,40.0,1.0,40.1
493,mek-erk,protein,uaz06367,nan,protein,nan,h-rasv12,protein,uaz12591,i,['none'],['pmc3843736'],['nan'],1,0.1,40.0,1.0,40.1
196,dna repair,bioprocess,go:0006281,ddr,family,pf08841,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
197,dna repair,bioprocess,go:0006281,dna damage response,bioprocess,go:0000077,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
490,mek inhibitor,simple-chemical,uaz00032,nan,bioprocess,nan,apoptosis,bioprocess,go:0006915,i,['none'],['pmc4846800'],['nan'],1,0.1,40.0,1.0,40.1
200,dusp5,protein,q16690,mek-erk,protein,uaz06367,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,0.1,40.0,1.0,40.1
201,dusp5,protein,q16690,ptc,protein,p00740,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,0.1,40.0,1.0,40.1
203,dusp6,protein,q16828,mek-erk,protein,uaz06367,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,0.1,40.0,1.0,40.1
204,dusp6,protein,q16828,ptc,protein,p00740,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,0.1,40.0,1.0,40.1
205,dynamin,family,dnm,endocytosis,bioprocess,go:0006897,nan,nan,nan,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
206,dynamin,family,dnm,nan,bioprocess,nan,endocytosis,bioprocess,go:0006897,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
214,emt,protein,o75751,da-raf,protein,uaz12716,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
309,erk1/2,family,erk,nmda receptor,protein,uaz00512,nan,nan,nan,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
311,erk1/2,family,erk,ptprs,protein,q13332,nan,nan,nan,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
505,metastasis,bioprocess,d009362,pbx3,protein,p40426,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
397,jnk mapk,family,jnk,nan,protein,nan,ptpn1,protein,p18031,i,['none'],['pmc5636874'],['nan'],1,0.1,40.0,1.0,40.1
343,gfap,protein,p14136,nan,protein,nan,p-jnk,protein,p92208,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
344,gfap,protein,p14136,nan,protein,nan,p-p38,protein,p68347,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
347,gnaq,protein,p50148,selumetinib,simple-chemical,10127622,nan,nan,nan,i,['none'],['pmc4179759'],['nan'],1,0.1,40.0,1.0,40.1
348,gtpase,protein,uaz09284,gaps,protein,uaz12670,nan,nan,nan,i,['none'],['pmc5467702'],['nan'],1,0.1,40.0,1.0,40.1
349,gtpase,protein,uaz09284,sos,family,sos,nan,nan,nan,i,['none'],['pmc6356706'],['nan'],1,0.1,40.0,1.0,40.1
350,gα,family,uaz00699,neurofibromin,protein,p21359,nan,nan,nan,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
351,"h-, k-,",protein,uaz12609,gef,protein,q9nr83,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
357,il-1,family,pf00340,gfap,protein,p14136,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
379,irf7,protein,q92985,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc4535867'],['nan'],1,0.1,40.0,1.0,40.1
374,invasion,bioprocess,d009361,dusp5,protein,q16690,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,0.1,40.0,1.0,40.1
360,impact,protein,q9p2x3,nan,protein,nan,bet,protein,q8nft8,i,['none'],['pmc5908790'],['nan'],1,0.1,40.0,1.0,40.1
361,infiltration,bioprocess,d009361,cd8,family,cd8,nan,nan,nan,i,['none'],['pmc3809567'],['nan'],1,0.1,40.0,1.0,40.1
370,injury,bioprocess,go:0090303,nan,protein,nan,sirt1,protein,q96eb6,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
367,injury,bioprocess,go:0090303,inflammation,bioprocess,go:0006954,nan,nan,nan,i,['none'],['pmc6113736'],['nan'],1,0.1,40.0,1.0,40.1
366,injury,bioprocess,go:0090303,il-1β,protein,uaz00382,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
342,gfap,protein,p14136,nan,family,nan,p-erk,family,erk,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
337,gc,protein,p02774,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,['none'],['pmc5395114'],['nan'],1,0.1,40.0,1.0,40.1
313,erks,family,erk,nan,protein,nan,dusp5,protein,q16690,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
336,gbp2b,protein,p32455,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc4535867'],['nan'],1,0.1,40.0,1.0,40.1
322,fgf2,protein,p09038,ly294002,simple-chemical,3973,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
425,luciferase,protein,p08659,nan,protein,nan,mir-382-5p mimics,protein,uaz12804,i,['none'],['pmc5410235'],['nan'],1,0.1,40.0,1.0,40.1
323,fgf2,protein,p09038,pi3k inhibitor,simple-chemical,uaz00073,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
423,lps,simple-chemical,53481793,p-erk,family,erk,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
422,lps,simple-chemical,53481793,inflammatory response,bioprocess,go:0006954,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
421,localization,bioprocess,go:0051179,nan,protein,nan,ptprs,protein,q13332,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
420,lid symptoms,protein,uaz13179,ras-erk1/2,protein,uaz08051,nan,nan,nan,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
419,lid onset,protein,uaz13178,ras-erk1/2,protein,uaz08051,nan,nan,nan,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
415,l-dopa,simple-chemical,6047,adenylyl cyclase,family,adcy,nan,nan,nan,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
413,ksr,protein,q8ivt5,nan,protein,nan,proteasome,protein,proteasome,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
329,fig,protein,q9hd26,nan,protein,nan,page4,protein,o60829,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
330,fig,protein,q9hd26,nan,protein,nan,post nst,protein,uaz13445,i,['none'],['pmc5049993'],['nan'],1,0.1,40.0,1.0,40.1
331,fig,protein,q9hd26,nan,protein,nan,siah,protein,uaz13439,i,['none'],['pmc5049993'],['nan'],1,0.1,40.0,1.0,40.1
332,flo11,family,pf10182,nan,protein,nan,sfl1,protein,p20134,i,['none'],['pmc4618523'],['nan'],1,0.1,40.0,1.0,40.1
335,gbp-1,protein,p32455,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc4535867'],['nan'],1,0.1,40.0,1.0,40.1
